Код_товара	Название_позиции	Тип_товара	Цена	Валюта	Единица_измерения	Минимальный_объем_заказа	Оптовая_цена	Минимальный_заказ_опт	Ссылка_изображения	Наличие	Количество	Номер_группы	Название_группы	Адрес_подраздела	Возможность_поставки	Срок_поставки	Способ_упаковки	Уникальный_идентификатор	Идентификатор_товара	Идентификатор_подраздела	Идентификатор_группы	Производитель	Страна_производитель	Скидка	ID_группы_разновидностей	Метки	Продукт_на_сайте	Название_Характеристики	Измерение_Характеристики	Значение_Характеристики	Название_Характеристики	Измерение_Характеристики	Значение_Характеристики	Название_Характеристики	Измерение_Характеристики	Значение_Характеристики	Название_Характеристики	Измерение_Характеристики	Значение_Характеристики
28.006	Комплект подшипников (PPL 203,204), сальник 25*47/64*7/10 Original для стиральных машин Indesit, Ariston	r	245	UAH	шт.				https://images.ua.prom.st/1171688066_w640_h640_1144285942_w640_h640_img_20180424_162525.jpg	+		32456437	Комплект для замены подшипников в стиральной машине	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				707399139		64403		INDESIT	Италия				https://mastermy.kiev.ua/p707399139-komplekt-podshipnikov-ppl.html	Вид запчасти		Подшипник	Состояние		новый						
28.005	Комплект подшипников (PPL 203,204), сальник 25*53.5*10/14 Италия для стиральных машин Indesit, Ariston	r	247	UAH	шт.				https://images.ua.prom.st/1171691088_w640_h640_1144285942_w640_h640_img_20180424_162525.jpg	+		32456437	Комплект для замены подшипников в стиральной машине	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				707369509		64403		INDESIT					https://mastermy.kiev.ua/p707369509-komplekt-podshipnikov-ppl.html	Вид запчасти		Подшипник	Состояние		новый						
28.008	Комплект подшипников (PPL 204,205), сальник 30*52/65*7/10 Indesit	r	256	UAH	шт.				https://images.ua.prom.st/1171686844_w640_h640_1144285942_w640_h640_img_20180424_162525.jpg	+		32456437	Комплект для замены подшипников в стиральной машине	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				707450791		64403		Indesit	Италия				https://mastermy.kiev.ua/p707450791-komplekt-podshipnikov-ppl.html	Вид запчасти		Подшипник	Состояние		новый						
28.007	Комплект подшипников (PPL 204,205), сальник 30*53,5*10/14 Original для стиральных машин Indesit, Ariston	r	244	UAH	шт.				https://images.ua.prom.st/1171687477_w640_h640_1144285942_w640_h640_img_20180424_162525.jpg	+		32456437	Комплект для замены подшипников в стиральной машине	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				707416811		64403		INDESIT	Италия				https://mastermy.kiev.ua/p707416811-komplekt-podshipnikov-ppl.html	Вид запчасти		Подшипник	Состояние		новый						
28.009	Комплект подшипников (PPL 205,206), сальник 35*62/75*7/10 Италия для стиральных машин Indesit, Ariston	r	320	UAH	шт.				https://images.ua.prom.st/1171685329_w640_h640_1144285942_w640_h640_img_20180424_162525.jpg	+		32456437	Комплект для замены подшипников в стиральной машине	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				707452596		64403		INDESIT	Италия				https://mastermy.kiev.ua/p707452596-komplekt-podshipnikov-ppl.html	Вид запчасти		Подшипник	Состояние		новый						
28.003	Комплект подшипников (SKF 202,203), сальник 22*40*8/11,5 WLK для стиральных машин Indesit, Ariston	r	245	UAH	шт.				https://images.ua.prom.st/1317401615_w640_h640_img_20180917_121427.jpg, https://images.ua.prom.st/1317402017_w640_h640_img_20180917_121443.jpg	+		32456437	Комплект для замены подшипников в стиральной машине	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				707355069		64403		INDESIT					https://mastermy.kiev.ua/p707355069-komplekt-podshipnikov-skf.html	Вид запчасти		Подшипник	Состояние		новый						
28.012	Комплект подшипников (SKF 203,204) сальник 25*50*10 WLK для стиральных машин BEKO	r	252	UAH	шт.				https://images.ua.prom.st/1196598576_w640_h640_img_20180604_153228.jpg	+		32456437	Комплект для замены подшипников в стиральной машине	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				719241694		64403		SKF	Италия	12.00			https://mastermy.kiev.ua/p719241694-komplekt-podshipnikov-skf.html	Вид запчасти		Подшипник	Состояние		новый						
28.014	Комплект подшипников (SKF 203,204), сальник 25*50.55*10/12 WLK для стиральных машин Samsung	r	272	UAH	шт.				https://images.ua.prom.st/1317423826_w640_h640_img_20180917_122944.jpg, https://images.ua.prom.st/1317423377_w640_h640_img_20180917_122923.jpg	+		32456437	Комплект для замены подшипников в стиральной машине	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				719263122		64403		SKF	Италия				https://mastermy.kiev.ua/p719263122-komplekt-podshipnikov-skf.html	Вид запчасти		Комплект подшипников	Состояние		новый						
28.015	Комплект подшипников (SKF 205,206), сальник 35*65,55*10/12 WLK для стиральных машин Samsung 	r	306	UAH	шт.				https://images.ua.prom.st/1196601853_w640_h640_img_20180607_165022.jpg	+		32456437	Комплект для замены подшипников в стиральной машине	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				719279393		64403		SAMSUNG	Корея				https://mastermy.kiev.ua/p719279393-komplekt-podshipnikov-skf.html	Вид запчасти		Комплект подшипников	Состояние		новый						
28.011	Комплект подшипников (SKF 206,205) сальник 37*66*9,5*12 WLK для стиральных машин LG	r	329	UAH	шт.				https://images.ua.prom.st/1317421919_w640_h640_img_20180917_122822.jpg, https://images.ua.prom.st/1317420539_w640_h640_img_20180917_122726.jpg	+		32456437	Комплект для замены подшипников в стиральной машине	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				717519913		64403		LG		20.00			https://mastermy.kiev.ua/p717519913-komplekt-podshipnikov-skf.html	Вид запчасти		Комплект подшипников	Состояние		новый						
28.017	Комплект подшипников (SKF 206,207), сальник 40.2*72/80*8/13,5 Италия для стиральных машин Electrolux,Zanussi	r	472	UAH	шт.				https://images.ua.prom.st/1196602624_w640_h640_img_20180607_165022.jpg	+		32456437	Комплект для замены подшипников в стиральной машине	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				719304444		64403		SKF	Италия				https://mastermy.kiev.ua/p719304444-komplekt-podshipnikov-skf.html	Вид запчасти		Комплект подшипников	Состояние		новый						
28.013	Комплект подшипников (SKF 305,306) сальник 37*76*9,5/12 WLK для стиральных машин LG	r	498	UAH	шт.				https://images.ua.prom.st/1196599442_w640_h640_img_20180604_153228.jpg	+		32456437	Комплект для замены подшипников в стиральной машине	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				719244963		64403		SKF	Италия				https://mastermy.kiev.ua/p719244963-komplekt-podshipnikov-skf.html	Вид запчасти		Подшипник	Состояние		новый						
28.016	Комплект подшипников (SKF 305,306), сальник 40.2*72*10/13,5 Италия для стиральных машин Electrolux	r	498	UAH	шт.				https://images.ua.prom.st/1196602202_w640_h640_img_20180607_165022.jpg	+		32456437	Комплект для замены подшипников в стиральной машине	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				719289727		64403		Electrolux					https://mastermy.kiev.ua/p719289727-komplekt-podshipnikov-skf.html	Вид запчасти		Комплект подшипников	Состояние		новый						
28.010	Комплект подшипников BA2B 633667 BB SKF сальник 35*52/65*7/10 Италия для стиральных машин Indesit, Ariston	r	551	UAH	шт.				https://images.ua.prom.st/1175892169_w640_h640_img_20180521_120949.jpg	+		32456437	Комплект для замены подшипников в стиральной машине	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				707469440		64403		INDESIT					https://mastermy.kiev.ua/p707469440-komplekt-podshipnikov-ba2b.html	Вид запчасти		Подшипник	Состояние		новый						
18.0012	Конденсатор «САТУРН» двойной	r	87	UAH	шт.				https://images.ua.prom.st/1336529350_w640_h640_img_1804.jpg, https://images.ua.prom.st/1336530638_w640_h640_img_1803.jpg, https://images.ua.prom.st/1336531183_w640_h640_img_1802.jpg, https://images.ua.prom.st/1336531638_w640_h640_img_1801.jpg	+		14610723	Конденсаторы, сетевые фильтры	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				775920567		64403		Saturn					https://mastermy.kiev.ua/p775920567-kondensator-saturn-dvojnoj.html	Вид запчасти		Конденсатор	Состояние		новый						
18.0010	Конденсатор 10 Mf 450V	r	41	UAH	шт.				https://images.ua.prom.st/960346649_w640_h640_image.jpg	+		14610723	Конденсаторы, сетевые фильтры	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				608014092		64403							https://mastermy.kiev.ua/p608014092-kondensator-450v.html												
18.0001	Конденсатор 12,5 Mf 450V	r	55	UAH	шт.				https://images.ua.prom.st/960352284_w640_h640_image.jpg	+		14610723	Конденсаторы, сетевые фильтры	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				555917232		64403							https://mastermy.kiev.ua/p555917232-kondensator-125-450v.html												
18.0002	Конденсатор 14 Mf 450V	r	49	UAH	шт.				https://images.ua.prom.st/960351841_w640_h640_image.jpg	+		14610723	Конденсаторы, сетевые фильтры	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				555917963		64403							https://mastermy.kiev.ua/p555917963-kondensator-450v.html												
18.0007	Конденсатор 16 Mf 450V	r	53	UAH	шт.				https://images.ua.prom.st/889263818_w640_h640_img_8670.jpg	+		14610723	Конденсаторы, сетевые фильтры	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				576340881		64403							https://mastermy.kiev.ua/p576340881-kondensator-450v.html												
18.0004	Конденсатор 18 Mf 450V	r	58	UAH	шт.				https://images.ua.prom.st/852581217_w640_h640_image.jpg	+		14610723	Конденсаторы, сетевые фильтры	https://prom.ua/Kondensatory				561330266		141908							https://mastermy.kiev.ua/p561330266-kondensator-450v.html												
18.0008	Конденсатор 22 Mf 450V	r	80	UAH	шт.				https://images.ua.prom.st/909143834_w640_h640_image.jpg	+		14610723	Конденсаторы, сетевые фильтры	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				584918051		64403							https://mastermy.kiev.ua/p584918051-kondensator-450v.html												
18.0009	Конденсатор 25 Mf 450V	r	84	UAH	шт.				https://images.ua.prom.st/909143001_w640_h640_image.jpg	+		14610723	Конденсаторы, сетевые фильтры	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				582559413		64403							https://mastermy.kiev.ua/p582559413-kondensator-450v.html												
18.0005	Конденсатор 4 Mf 450V	r	32	UAH	шт.				https://images.ua.prom.st/960351049_w640_h640_image.jpg	+		14610723	Конденсаторы, сетевые фильтры	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				608016852		64403							https://mastermy.kiev.ua/p608016852-kondensator-450v.html												
18.0006	Конденсатор 5 Mf 450V	r	38	UAH	шт.				https://images.ua.prom.st/889265684_w640_h640_img_8675.jpg	-		14610723	Конденсаторы, сетевые фильтры	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				576343125		64403							https://mastermy.kiev.ua/p576343125-kondensator-450v.html												
14.001	Корпус насоса с фильтром в сборе Bosch Max для стиральной машины	r	155	UAH	шт.				https://images.ua.prom.st/896307028_w640_h640_img_8738.jpg, https://images.ua.prom.st/896307112_w640_h640_img_8739.jpg, https://images.ua.prom.st/896307329_w640_h640_img_8740.jpg	-		14583012	Насосы(помпы)	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				579384198		64403		BOSCH					https://mastermy.kiev.ua/p579384198-korpus-nasosa-filtrom.html	Вид запчасти		Корпус насоса	Состояние		новый						
29.006	Кран для стиральной машинки магистральный 1/2*3/4*1/2	r	92	UAH	шт.				https://images.ua.prom.st/1114923435_w640_h640_img_20180330_142231.jpg, https://images.ua.prom.st/1114924153_w640_h640_img_20180330_142303.jpg, https://images.ua.prom.st/1114923932_w640_h640_img_20180330_142252.jpg, https://images.ua.prom.st/1114923639_w640_h640_img_20180330_142241.jpg	+		23114188	Вспомогательное для стиральной машины	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				680789938		64403		SD Plus					https://mastermy.kiev.ua/p680789938-kran-dlya-stiralnoj.html	Вид запчасти		Кран для стиральной машины	Состояние		новый						
29.005	Кран для стиральной машинки угловой	r	57	UAH	шт.				https://images.ua.prom.st/896325650_w640_h640_img_8742.jpg, https://images.ua.prom.st/896325970_w640_h640_img_8741.jpg, https://images.ua.prom.st/896326435_w640_h640_img_8743.jpg	+		23114188	Вспомогательное для стиральной машины	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				579386557		64403							https://mastermy.kiev.ua/p579386557-kran-dlya-stiralnoj.html												
19.0006	Крестовина Indesit с низким суппортом	r	659	UAH	шт.				https://images.ua.prom.st/1216604099_w640_h640_img_20180625_121632.jpg, https://images.ua.prom.st/1216603992_w640_h640_img_20180625_121615.jpg, https://images.ua.prom.st/1216603821_w640_h640_img_20180625_121558.jpg	0		23516401	Крестовины	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				727971600		64403		INDESIT					https://mastermy.kiev.ua/p727971600-krestovina-indesit-nizkim.html	Вид запчасти		Крестовина	Состояние		новый						
19.0008	Крестовина барабана LG MHW34308901	r	872	UAH	шт.					+		23516401	Крестовины	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				776050822		64403		LG					https://mastermy.kiev.ua/p776050822-krestovina-barabana-mhw34308901.html	Вид запчасти		Крестовина	Состояние		новый						
19.0002	Крестовина барабана Samsung DC97-11292A (производство EBI - Италия)	r	776	UAH	шт.				https://images.ua.prom.st/889381475_w640_h640_img_8693.jpg, https://images.ua.prom.st/889381642_w640_h640_img_8694.jpg, https://images.ua.prom.st/889381733_w640_h640_img_8695.jpg	-		23516401	Крестовины	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				576389093		64403		SAMSUNG					https://mastermy.kiev.ua/p576389093-krestovina-barabana-samsung.html	Вид запчасти		Крестовина	Состояние		новый						
19.0003	Крестовина барабана Samsung DC97-15182A Original	r	829	UAH	шт.				https://images.ua.prom.st/1120183828_w640_h640_img_20180404_124734.jpg, https://images.ua.prom.st/1120183741_w640_h640_img_20180404_124726.jpg	+		23516401	Крестовины	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				682021213		64403		SAMSUNG	Корея				https://mastermy.kiev.ua/p682021213-krestovina-barabana-samsung.html	Вид запчасти		Крестовина	Состояние		новый						
14.010	Крышка насоса (Фильтр) Bosch Siemens 605010 не оригинал	r	56	UAH	шт.				https://images.ua.prom.st/973865252_w640_h640_img_20171116_1537231.jpg, https://images.ua.prom.st/973866423_w640_h640_img_20171116_1537111.jpg	+		14583012	Насосы(помпы)	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				614133378		64403							https://mastermy.kiev.ua/p614133378-kryshka-nasosa-filtr.html												
14.005	Крышка насоса (Фильтр) Indesit	r	55	UAH	шт.				https://images.ua.prom.st/830161433_w640_h640_img_20170620_130159.jpg, https://images.ua.prom.st/830159549_w640_h640_img_20170620_130123.jpg	+		14583012	Насосы(помпы)	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				550592317		64403		INDESIT	Италия				https://mastermy.kiev.ua/p550592317-kryshka-nasosa-filtr.html	Вид запчасти		крышка насоса	Состояние		новый						
14.006	Крышка насоса (Фильтр) Indesit Ariston (комплект)	r	115	UAH	шт.				https://images.ua.prom.st/825995338_w640_h640_img_20170216_225735.jpg	+		14583012	Насосы(помпы)	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				550594160		64403		INDESIT	Италия				https://mastermy.kiev.ua/p550594160-kryshka-nasosa-filtr.html	Вид запчасти		крышка насоса	Состояние		новый						
14.011	Крышка насоса (фильтр) Indesit C00141034 (не оригинал)	r	56	UAH	шт.				https://images.ua.prom.st/1097083484_w640_h640_img_20180313_132309.jpg, https://images.ua.prom.st/1097083775_w640_h640_img_20180313_132327.jpg, https://images.ua.prom.st/1097083590_w640_h640_img_20180313_132318.jpg	+		14583012	Насосы(помпы)	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				668157431		64403							https://mastermy.kiev.ua/p668157431-kryshka-nasosa-filtr.html												
14.007	Крышка насоса (Фильтр) Samsung	r	156	UAH	шт.				https://images.ua.prom.st/825992815_w640_h640_img_20170216_222525.jpg	+		14583012	Насосы(помпы)	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				550596937		64403		Samsung					https://mastermy.kiev.ua/p550596937-kryshka-nasosa-filtr.html	Вид запчасти		крышка насоса	Состояние		новый						
14.008	Крышка насоса (Фильтр) Whirlpool	r	89	UAH	шт.				https://images.ua.prom.st/826004245_w640_h640_img_20170216_224218.jpg	+		14583012	Насосы(помпы)	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				550599833		64403		Whirpool 					https://mastermy.kiev.ua/p550599833-kryshka-nasosa-filtr.html	Вид запчасти		крышка насоса	Состояние		новый						
14.003	Крышка насоса Gorenje 279538	r	148	UAH	шт.				https://images.ua.prom.st/830156746_w640_h640_img_20170620_125927.jpg, https://images.ua.prom.st/825958081_w640_h640_posledn..png	+		14583012	Насосы(помпы)	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				550591043		64403		GORENJE					https://mastermy.kiev.ua/p550591043-kryshka-nasosa-gorenje.html	Вид запчасти		Насос сливной, помпа	Состояние		новый						
14.004	Крышка насоса Siemens Bosch	r	132	UAH	шт.				https://images.ua.prom.st/973673276_w640_h640_img_20171116_133606.jpg, https://images.ua.prom.st/973672747_w640_h640_img_20171116_133543.jpg	+		14583012	Насосы(помпы)	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				608005422		64403		BOSCH					https://mastermy.kiev.ua/p608005422-kryshka-nasosa-siemens.html	Вид запчасти		крышка насоса	Состояние		новый						
2.8.001	Лампочка для холодильника 15W E14 Britech	r	21	UAH	шт.				https://images.ua.prom.st/931892677_w640_h640_image.jpg	+		24426840	Лампочки	https://prom.ua/Zapchasti-i-aksessuary-dlya-holodilnikov				594940642		64409		BriTech					https://mastermy.kiev.ua/p594940642-lampochka-dlya-holodilnika.html	Вид запчасти		Лампочка	Состояние		новый						
3.2.002	Магниевый анод 20мм*200мм ножка 180мм М6 Италия	r	79	UAH	шт.				https://images.ua.prom.st/896269037_w640_h640_image.jpg	+		23201386	Магниевый анод	https://prom.ua/Komplektuyuschie-dlya-vodonagrevatelej-1				569302230		13241102			Италия				https://mastermy.kiev.ua/p569302230-magnievyj-anod-20mm200mm.html	Тип комплектующего		Анод	Материал		Магний	Состояние		новый			
3.2.006	Магниевый анод 21мм*200мм ножка 25мм М8	r	43	UAH	шт.				https://images.ua.prom.st/1097059938_w640_h640_img_20180313_125806.jpg, https://images.ua.prom.st/1097060158_w640_h640_img_20180313_125814.jpg	+		23201386	Магниевый анод	https://prom.ua/Komplektuyuschie-dlya-vodonagrevatelej-1				668592443		13241102							https://mastermy.kiev.ua/p668592443-magnievyj-anod-21mm200mm.html	Тип комплектующего		Анод	Состояние		новый	Материал		Магний			
3.2.001	Магниевый анод М4 на короткой ножке Украина	r	42	UAH	шт.				https://images.ua.prom.st/896268586_w640_h640_image.jpg	+		23201386	Магниевый анод	https://prom.ua/Komplektuyuschie-dlya-vodonagrevatelej-1				569302316		13241102			Украина				https://mastermy.kiev.ua/p569302316-magnievyj-anod-korotkoj.html	Тип комплектующего		Анод	Материал		Магний	Состояние		новый			
3.2.005	Магниевый анод М5 на длинной ножке Украина	r	55	UAH	шт.				https://images.ua.prom.st/896269345_w640_h640_image.jpg	+		23201386	Магниевый анод	https://prom.ua/Komplektuyuschie-dlya-vodonagrevatelej-1				579372690		13241102			Украина				https://mastermy.kiev.ua/p579372690-magnievyj-anod-dlinnoj.html	Тип комплектующего		Анод	Материал		Магний	Состояние		новый			
3.2.003	Магниевый анод М5 на короткой ножке Украина	r	55	UAH	шт.				https://images.ua.prom.st/1097129796_w640_h640_img_20180313_140412.jpg, https://images.ua.prom.st/1097129684_w640_h640_img_20180313_140404.jpg	+		23201386	Магниевый анод	https://prom.ua/Komplektuyuschie-dlya-vodonagrevatelej-1				569302448		13241102							https://mastermy.kiev.ua/p569302448-magnievyj-anod-korotkoj.html												
3.2.004	Магниевый анод М6 на длинной ножке Украина	r	45	UAH	шт.				https://images.ua.prom.st/896268235_w640_h640_image.jpg	-		23201386	Магниевый анод	https://prom.ua/Komplektuyuschie-dlya-vodonagrevatelej-1				569302540		13241102			Украина				https://mastermy.kiev.ua/p569302540-magnievyj-anod-dlinnoj.html	Тип комплектующего		Анод	Материал		Магний	Состояние		новый			
13.001	Микроконтроллер HD6433662C01HV	r	300	UAH	шт.				https://images.ua.prom.st/858584728_w640_h640_img_8157.jpg	+		20756822	Микроконтроллеры,реле	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				539326742		64403		Китай					https://mastermy.kiev.ua/p539326742-mikrokontroller-hd6433662c01hv.html	Вид запчасти		микроконтроллер	Состояние		новый						
13.002	Микроконтроллер HD6433692B86HV	r	300	UAH	шт.				https://images.ua.prom.st/1246162327_w640_h640_img_20180725_150131.jpg	+		20756822	Микроконтроллеры,реле	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				539349284		64403			Китай				https://mastermy.kiev.ua/p539349284-mikrokontroller-hd6433692b86hv.html	Вид запчасти		микроконтроллер	Состояние		новый						
13.003	Микроконтроллер MC9S08GB60A	u	150	UAH	шт.		140.00000	3.000	https://images.ua.prom.st/1246172701_w640_h640_img_20180725_150650.jpg	+		20756822	Микроконтроллеры,реле	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				539352321		64403			Китай				https://mastermy.kiev.ua/p539352321-mikrokontroller-mc9s08gb60a.html	Вид запчасти		Щетка угольная	Состояние		новый						
30.0003	Модуль (плата) Indesit Arcadia C00288974	r	1550	UAH	шт.				https://images.ua.prom.st/1246143875_w640_h640_img_20180725_145309.jpg, https://images.ua.prom.st/1246144553_w640_h640_img_20180725_145320.jpg	+		25280826	Электронный модуль (плата)	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				739436476		64403		Indesit	Италия				https://mastermy.kiev.ua/p739436476-modul-plata-indesit.html	Вид запчасти		Плата управления	Состояние		новый						
2.10.001	Мотор вентилятора обдува совместимый с LG 4680JR1009F	r	230	UAH	шт.				https://images.ua.prom.st/1168145172_w640_h640_img_20180515_141706.jpg, https://images.ua.prom.st/1168144648_w640_h640_img_20180515_141646.jpg, https://images.ua.prom.st/1168144420_w640_h640_img_20180515_141637.jpg, https://images.ua.prom.st/1168144015_w640_h640_img_20180515_141619.jpg	-		32052517	Вентилятор	https://prom.ua/Zapchasti-i-aksessuary-dlya-holodilnikov				703729149		64409		LG...					https://mastermy.kiev.ua/p703729149-motor-ventilyatora-obduva.html	Вид запчасти		Мотор вентилятора	Состояние		новый						
6.1.001	Мотор универсальный 1800w 135мм с буртиком для пылесоса	r	405	UAH	шт.				https://images.ua.prom.st/1319222750_w640_h640_img_20180918_124524.jpg, https://images.ua.prom.st/1319223383_w640_h640_img_20180918_124545.jpg, https://images.ua.prom.st/1319223091_w640_h640_img_20180918_124536.jpg	+		37322487	Пылесос	https://prom.ua/Zapchasti-i-prinadlezhnosti-dlya-pylesosov				759079997		64404		SKL	Китай				https://mastermy.kiev.ua/p759079997-motor-universalnyj-1800w.html	Состояние		новый	Тип аксессуара		Мотор универсальный						
4.2.006	Муфта предохранительная на шнек для мясорубки Zelmer 	r	42	UAH	шт.				https://images.ua.prom.st/931869683_w640_h640_image.jpg, https://images.ua.prom.st/931869747_w640_h640_image.jpg	+		25115901	Предохранители механические	https://prom.ua/Zapchasti-dlya-myasorubok				594919584		64421							https://mastermy.kiev.ua/p594919584-mufta-predohranitelnaya-shnek.html												
4.2.007	Муфта шнека в сборе для мясорубки Kenwood KW715989	r	92	UAH	шт.				https://images.ua.prom.st/960310942_w640_h640_image.jpg, https://images.ua.prom.st/960311029_w640_h640_image.jpg	+		25115901	Предохранители механические	https://prom.ua/Zapchasti-dlya-myasorubok				608070013		64421		Kenwod					https://mastermy.kiev.ua/p608070013-mufta-shneka-sbore.html	Состояние		Новое	Вид запчасти		Муфта предохранительная						
2.5.001	Нагреватель поддона каплепадения Indesit C00851066	r	211	UAH	шт.				https://images.ua.prom.st/871782048_w640_h640_img_8379.jpg, https://images.ua.prom.st/871782147_w640_h640_img_8380.jpg	-		23196106	ТЭНы	https://prom.ua/Zapchasti-i-aksessuary-dlya-holodilnikov				569203897		64409		Indesit					https://mastermy.kiev.ua/p569203897-nagrevatel-poddona-kaplepadeniya.html	Вид запчасти		Нагреватель поддона каплепадения	Состояние		новый						
2.019	Насос (помпа) 30W на 3 защелках клеммы сзади раздельно HA	r	217	UAH	шт.				https://images.ua.prom.st/1188402678_w640_h640_img_20180531_170317.jpg, https://images.ua.prom.st/1188403173_w640_h640_img_20180531_170407.jpg, https://images.ua.prom.st/1188403054_w640_h640_img_20180531_170354.jpg	+		14583012	Насосы(помпы)	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				715508708		64403		Hanyu					https://mastermy.kiev.ua/p715508708-nasos-pompa-30w.html	Вид запчасти		Насос сливной, помпа	Состояние		новый						
2.015	Насос (помпа) 30W на 3 защелках клемы сзади слитно HANYU B20-6AZC 	r	232	UAH	шт.				https://images.ua.prom.st/1081058301_w640_h640_img_20180227_134543.jpg, https://images.ua.prom.st/1081058011_w640_h640_img_20180227_134530.jpg, https://images.ua.prom.st/1081057695_w640_h640_img_20180227_134514.jpg, https://images.ua.prom.st/1081057492_w640_h640_img_20180227_134506.jpg	+		14583012	Насосы(помпы)	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				638008929		64403							https://mastermy.kiev.ua/p638008929-nasos-pompa-30w.html												
2.002	Насос (помпа) Ardo на 8 защелках клемы вмести  сзади	r	276	UAH	шт.				https://images.ua.prom.st/521974471_w640_h640_ardo_na_8_zaschelok.jpg	+		14583012	Насосы(помпы)	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				368127779		64403		Ardo	Италия				https://mastermy.kiev.ua/p368127779-nasos-pompa-ardo.html	Вид запчасти		Насос сливной, помпа	Состояние		новый						
2.016	Насос (помпа) Ardo на 8 защелках клемы раздельно	r	287	UAH	шт.				https://images.ua.prom.st/1081055265_w640_h640_img_20180227_134318.jpg, https://images.ua.prom.st/1081054926_w640_h640_img_20180227_134306.jpg, https://images.ua.prom.st/1081054660_w640_h640_img_20180227_134258.jpg	-		14583012	Насосы(помпы)	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				650825352		64403							https://mastermy.kiev.ua/p650825352-nasos-pompa-ardo.html												
2.011	Насос (помпа) Ardo на 8 защелках клемы слитно сзади (Китай)	r	188	UAH	шт.				https://images.ua.prom.st/1043503903_w640_h640_img_20180125_171012.jpg, https://images.ua.prom.st/1043503607_w640_h640_img_20180125_170950.jpg	-		14583012	Насосы(помпы)	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				637982167		64403		ARDO					https://mastermy.kiev.ua/p637982167-nasos-pompa-ardo.html	Вид запчасти		Насос сливной, помпа	Состояние		новый						
2.012	Насос (помпа) ARDO с корпусом на 8 защелок	r	312	UAH	шт.				https://images.ua.prom.st/896296033_w640_h640_img_8735.jpg, https://images.ua.prom.st/896296288_w640_h640_img_8736.jpg, https://images.ua.prom.st/896296611_w640_h640_img_8737.jpg	+		14583012	Насосы(помпы)	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				579383015		64403		ards					https://mastermy.kiev.ua/p579383015-nasos-pompa-ardo.html	Вид запчасти		Насос сливной, помпа	Состояние		новый						
2.010	Насос (помпа) Askoll 40W (Китай)	r	174	UAH	шт.				https://images.ua.prom.st/851546062_w640_h640_image.jpg, https://images.ua.prom.st/851547453_w640_h640_image.jpg	-		14583012	Насосы(помпы)	https://prom.ua/Zapchasti-dlya-stiralnyh-mashin				369172881		64403		Askoll 	Китай				https://mastermy.kiev.ua/p369172881-nasos-pompa-askoll.html	Вид запчасти		Насос сливной, помпа	Состояние		новый						
